131;2014;6754;7;2;1
132;2013;5921;1;2;3
133;2022;1605;2;7;7
134;2006;8340;2;2;3
135;2020;7123;1;4;3
136;1993;8563;2;1;7
137;1992;2483;4;7;1
138;2013;4449;2;4;3
139;2021;6237;2;1;4
140;2009;9813;3;4;6
141;1990;6339;5;5;5
142;1994;1747;3;3;4
143;2005;3690;7;7;5
144;2016;8175;6;6;4
145;1995;6081;4;7;5
146;2007;9407;2;6;7
147;1990;5236;5;6;5
148;1992;9623;1;2;5
149;2019;5403;2;4;1
150;2010;2812;1;5;5
151;2020;3108;7;7;1
152;2007;9680;4;3;3
153;2016;7399;5;6;3
154;2021;5560;1;5;3
155;1998;9733;5;6;4
156;2021;8383;2;2;6
157;1999;5571;7;5;2
158;1992;3466;6;1;6
159;1991;7417;5;1;2
160;2012;1181;4;7;4
161;1999;7480;1;7;3
162;2016;3729;6;5;2
163;2003;2881;5;2;2
164;2013;8042;4;2;7
165;1994;6510;3;7;7
166;1996;5697;6;5;2
167;2000;8756;6;7;6
168;2017;7345;6;7;3
169;1993;8484;2;6;5
170;2020;2885;1;7;3
171;2007;1377;3;4;2
172;1992;3330;7;6;7
173;2000;6118;7;5;1
174;2013;3185;1;6;3
175;2000;5519;5;5;2
176;1999;8169;1;6;4
177;1991;3546;4;2;7
178;2003;2430;7;5;5
179;2012;8897;2;5;1
180;1994;9939;7;4;7
181;2017;6402;2;7;1
182;2014;1738;7;3;4
183;2001;5570;3;3;3
184;1996;9066;5;7;6
185;1992;3193;5;5;2
186;2010;8300;6;5;6
187;2019;1594;6;7;5
188;2015;1010;7;6;2
189;2010;1938;1;7;4
190;2020;6552;6;7;6
191;1996;7525;4;3;6
192;2012;1264;3;7;2
193;2008;8330;4;3;5
194;2019;5876;1;6;1
195;1991;8660;7;2;1
196;1997;3939;2;4;5
197;1991;4877;4;1;6
198;2002;3280;1;7;4
199;2011;5089;2;7;5
200;2009;1510;6;3;1
201;2003;1783;6;3;5
202;1995;7708;3;7;7
203;2019;8949;6;1;2
204;1995;6489;1;7;2
205;2018;7528;1;3;5
206;2004;4912;4;6;6
207;2005;5465;4;4;3
208;1994;9097;5;5;7
209;1998;3407;4;1;1
210;2004;5055;2;1;7
211;1995;3660;7;1;1
212;2022;5219;1;1;2
213;2009;8492;5;1;5
214;1995;2468;4;4;4
215;1993;7818;7;4;7
216;2003;6193;5;4;6
217;2017;8757;5;7;3
218;2020;3230;6;1;2
219;2007;4088;6;3;4
220;2002;7226;5;7;6
221;2012;3363;1;7;7
222;2018;8501;4;3;6
223;2010;4807;7;1;7
224;2009;1491;2;6;5
225;2000;9317;3;4;3
226;1995;5766;6;4;3
227;1991;6432;4;2;1
228;1998;3195;2;4;3
229;1995;2998;6;4;2
230;1994;4423;3;1;2
231;2014;7171;6;1;2
232;1992;9167;1;1;1
233;2011;4298;6;6;1
234;2016;1388;1;1;2
235;1993;7672;1;1;5
236;1992;1766;4;7;6
237;2016;7334;7;6;2
238;2021;7627;6;1;7
239;2017;1393;4;6;2
240;2004;8150;6;7;7
241;1995;3995;7;3;2
242;1997;7802;7;1;5
243;2022;8499;3;5;2
244;2000;8210;5;3;5
245;2021;6783;1;4;7
246;2008;6438;5;2;4
247;2019;2406;2;6;2
248;2019;7708;1;2;5
249;2022;6706;4;1;6
250;1997;1295;2;2;3
251;1994;3318;6;6;2
252;2002;1423;5;4;3
253;2013;2182;2;1;6
254;2019;5863;7;4;6
255;2019;3381;5;5;7
256;1995;3344;4;2;1
257;2017;3216;7;2;5
258;1990;2145;3;4;2
259;2009;2305;4;7;5
260;2012;8222;5;1;3
261;1990;7305;4;6;1
262;1995;4162;3;1;4
263;2017;2564;1;7;4
264;2008;3004;4;3;1
265;2004;8838;5;1;5
266;2009;9845;7;2;3
267;2004;4533;6;2;1
268;1999;4968;2;4;6
269;2021;6941;2;3;3
270;1996;8230;2;1;5
271;1995;8180;2;2;6
272;1996;6598;2;1;5
273;2006;6028;4;7;4
274;2002;4145;5;5;2
275;2007;3155;4;1;3
276;2011;6489;4;5;1
277;2015;5531;5;5;1
278;2000;6788;6;7;7
279;1990;3404;3;6;3
280;2020;1838;4;2;1
281;2000;4545;7;3;4
282;1997;2895;4;1;4
283;2019;4654;6;1;6
284;2011;9320;5;2;4
285;2009;4370;5;2;6
286;1998;9389;6;5;2
287;2009;6386;1;3;3
288;2000;3380;4;7;7
289;2017;3191;2;4;1
290;2015;5713;5;1;1
291;2011;8152;4;7;3
292;1994;5259;3;1;6
293;2002;6372;4;2;4
294;1991;7239;3;1;2
295;2014;9345;5;6;2
296;2016;9284;2;5;6
297;1998;6105;6;2;4
298;2015;3456;7;7;4
299;2007;7784;7;2;1
300;2010;2229;3;2;4
301;2014;3395;2;1;6
302;1998;8825;3;2;5
303;2003;3722;4;6;4
304;2009;9787;6;5;7
305;2003;3616;2;7;4
306;2004;8508;4;3;3
307;2017;9134;6;7;3
308;1999;7458;3;2;4
309;1994;9127;2;4;1
310;2005;6360;4;1;7
311;1998;1398;2;4;3
312;2003;3387;5;7;3
313;2006;7668;3;4;6
314;1996;6880;3;6;1
315;1999;5731;2;5;7
316;2004;8966;3;2;2
317;2017;2542;6;1;4
318;2004;8036;5;3;6
319;2001;6974;5;2;5
320;2020;2235;4;2;5
321;2000;6799;1;3;6
322;2011;3123;3;6;7
323;2021;5611;4;5;7
324;1994;9374;1;6;5
325;1992;6912;1;1;2
326;2019;1098;2;5;4
327;2013;4109;4;7;7
328;1997;8852;6;7;4
329;2004;2688;1;6;4
330;1992;5049;6;4;4
331;1996;8942;2;1;3
332;1995;4011;4;6;1
333;1998;7381;1;4;1
334;2003;7720;3;7;2
335;2002;9928;1;2;7
336;2017;9143;2;1;4
337;2003;2261;6;4;6
338;2019;2272;6;2;2
339;2016;8706;2;7;2
340;2003;2349;5;1;3
341;1997;4106;5;6;5
342;2019;8698;4;6;3
343;2022;8490;6;5;4
344;2013;8736;5;7;3
345;1991;1362;3;5;2
346;2016;1557;7;3;7
347;1991;5448;2;3;2
348;2000;2738;1;4;4
349;2009;2956;2;4;1
350;1992;4962;2;7;3
351;2015;6312;3;7;1
352;1991;4624;5;6;5
353;2017;4985;5;4;6
354;2020;1981;6;1;5
355;2022;9087;5;1;4
356;1990;1463;2;2;4
357;1994;6780;6;5;2
358;2010;9885;1;7;6
359;2010;2964;7;4;1
360;2017;9129;2;1;5
361;1998;3069;2;1;2
362;2011;8905;7;4;5
363;2008;9791;3;2;3
364;2005;9105;5;1;4
365;1997;7228;4;3;1
366;1994;8423;4;2;5
367;2022;2725;5;5;6
368;1998;9169;7;7;2
369;2004;9854;5;4;4
370;1995;5769;2;2;1
371;1990;7909;7;5;6
372;2022;2223;6;2;7
373;2001;4142;7;6;6
374;1990;9052;5;6;2
375;2021;4296;5;3;2
376;2019;4846;3;3;7
377;2004;4804;7;1;5
378;1994;9683;1;1;5
379;1995;3971;6;3;2
380;1993;8340;2;2;4
381;2011;7509;4;4;7
382;1990;8528;3;1;7
383;2007;4583;6;2;6
384;2015;1338;5;2;1
385;1996;9087;4;3;4
386;2014;3845;7;7;6
387;1990;2749;5;1;5
388;2019;9250;7;4;1
389;2013;3970;6;4;4
390;2017;4450;7;7;3
391;2016;7535;6;3;1
392;1995;8113;1;6;3
393;2018;9619;1;6;6
394;1992;7760;4;3;1
395;1991;4378;7;4;2
396;1998;4630;3;6;5
397;1990;4902;2;2;7
398;1996;1649;4;5;7
399;1993;2052;2;6;5
400;1997;9446;2;1;3
401;2015;9677;4;4;7
402;2013;6285;5;3;6
403;2019;9545;5;2;4
404;2017;1967;3;4;4
405;2021;5052;2;7;3
406;1991;3373;1;4;3
407;2008;7949;7;4;7
408;2008;5255;7;1;3
409;1991;8060;6;2;6
410;2016;7470;6;3;6
411;2021;2732;7;5;4
412;1993;4805;7;6;3
413;2005;4738;1;4;2
414;2000;5299;5;2;2
415;1999;9987;2;4;7
416;1998;5249;5;7;5
417;2012;5831;7;5;2
418;1998;4228;5;6;3
419;1991;3532;5;7;6
420;2016;8287;7;2;5
421;1992;5619;6;1;4
422;2016;1347;1;1;1
423;1992;4964;4;3;6
424;2001;3383;3;6;7
425;1999;4602;5;5;5
426;2003;1801;2;3;2
427;1998;6019;4;5;2
428;2013;2031;4;3;6
429;2011;7013;6;4;6
430;2005;1314;6;1;5
431;2012;8868;7;7;3
432;1997;4634;4;4;3
433;1993;5403;5;1;5
434;2018;3058;4;4;1
435;2008;4182;5;5;2
436;2010;7298;1;1;4
437;2012;2790;1;1;1
438;2018;6316;4;4;1
439;2010;6098;1;6;6
440;2017;5081;5;5;2
441;1991;8090;6;5;3
442;2017;5582;1;4;6
443;2018;4429;3;6;1
444;2015;4492;6;4;6
445;1993;5823;6;5;6
446;1998;5043;4;2;3
447;2013;2739;7;7;3
448;2016;6305;4;6;3
449;2020;2335;6;2;4
450;2007;1594;1;4;5
451;2019;7139;7;4;6
452;2006;2955;6;5;2
453;2010;1002;1;6;3
454;2008;8831;5;1;7
455;2016;3905;5;5;3
456;1992;1094;7;5;1
457;2004;4171;2;6;3
458;1994;7670;1;5;3
459;1994;2293;3;4;1
460;1997;1083;2;5;7
461;2014;6808;6;5;2
462;1992;8537;4;5;7
463;2010;5145;3;2;7
464;2015;2470;4;3;5
465;2007;3095;6;1;3
466;2021;7279;6;3;5
467;2022;6155;3;6;5
468;2016;7760;7;1;1
469;1998;2453;1;1;1
470;1993;6237;3;4;7
471;2007;6906;5;6;5
472;2006;8017;6;1;7
473;2009;8740;1;3;6
474;2012;4137;3;7;5
475;2015;4023;7;3;2
476;1990;8092;3;3;7
477;1998;8583;3;4;4
478;1999;4732;4;7;5
479;2005;7069;4;5;7
480;2013;7532;3;3;2
481;2021;8109;5;4;2
482;2010;6363;4;3;6
483;1992;6034;4;4;2
484;2011;8461;2;2;2
485;2021;6537;6;4;4
486;2015;8862;1;5;3
487;2020;7531;5;3;4
488;2011;6980;7;5;7
489;1994;4369;5;5;2
490;1999;4460;6;1;5
491;2018;9046;5;5;5
492;2011;7890;6;3;4
493;2010;2178;1;2;7
494;2000;2641;4;7;6
495;2020;7870;3;2;5
496;2007;5771;7;7;7
497;2007;2207;1;7;4
498;1996;6095;7;2;1
499;2016;8563;1;6;7
500;2013;3726;7;3;1
501;2007;9279;7;5;5
502;1991;1199;4;2;1
503;1996;4054;2;5;4
504;2018;8337;7;7;3
505;2012;2750;7;4;2
506;2001;1705;4;6;6
507;2013;6743;5;4;6
508;1991;4621;7;6;7
509;2001;6477;3;2;1
510;1991;6539;7;7;2
511;1999;1222;7;4;6
512;2002;7036;1;5;7
513;1996;8052;4;3;2
514;2006;4906;2;1;4
515;2020;7452;6;7;2
516;2014;5842;4;7;4
517;2014;2780;1;2;2
518;2018;2102;4;5;5
519;2015;4530;1;3;1
520;2021;8353;6;4;5
521;1994;8131;7;5;6
522;1996;5718;4;7;6
523;2018;7388;5;5;2
524;1992;7883;1;1;4
525;1995;4652;6;7;6
526;2014;4152;1;2;7
527;2006;6048;4;3;7
528;1994;3430;5;5;4
529;2022;4583;3;7;6
530;2017;7602;6;7;5
531;2005;1271;7;6;2
532;2004;6395;7;1;6
533;2009;1646;1;6;4
534;2013;7966;7;6;1
535;1990;3735;6;7;5
536;2018;8892;1;4;4
537;1997;7751;5;5;1
538;1995;4310;2;4;6
539;2022;1084;5;7;5
540;2001;7424;2;5;5
541;2000;6606;3;5;7
542;2004;8842;6;3;7
543;2020;7461;3;1;3
544;1999;6999;6;5;3
545;2005;7453;5;1;4
546;1993;4547;5;7;2
547;2007;6389;1;1;2
548;1990;4963;4;3;1
549;2019;6431;1;2;7
550;2020;7917;4;2;6
551;1999;5103;7;6;6
552;2003;1103;2;5;5
553;2022;7282;1;6;5
554;2016;5445;1;1;5
555;2018;6698;3;3;4
556;2020;1821;6;3;2
557;2022;3402;2;3;6
558;1991;2798;1;6;4
559;2001;5698;6;5;4
560;2004;6419;2;6;5
561;1994;5460;2;3;1
562;1990;4852;6;4;4
563;1997;6909;7;6;6
564;2021;1797;3;1;2
565;2009;3071;3;4;5
566;2016;8003;6;6;5
567;2019;6661;2;7;2
568;2020;3110;7;6;5
569;1991;3262;4;7;3
570;1990;7429;6;1;2
571;1998;3804;5;7;5
572;2017;9174;4;2;3
573;2017;2710;5;5;3
574;2007;6221;7;6;7
575;1991;2063;4;2;7
576;1991;4683;4;3;5
577;2021;4993;2;3;6
578;2000;6564;5;4;1
579;2014;3609;5;1;2
580;2010;8516;2;7;1
581;2000;7327;5;4;1
582;2016;1376;6;6;3
583;2020;4970;2;4;6
584;1991;7697;2;2;7
585;1996;9537;1;3;1
586;2002;5095;6;7;5
587;2018;8617;1;4;5
588;2021;5790;2;2;7
589;1999;1239;3;2;3
590;1994;2512;6;6;6
591;2005;2856;6;2;5
592;1997;2788;6;7;1
593;2010;2463;2;6;7
594;2019;2850;4;3;5
595;1992;8875;1;4;7
596;1991;4789;1;5;4
597;2016;1214;7;4;2
598;2013;1483;5;4;2
599;1999;8059;1;2;2
600;1995;1999;7;1;6
601;2015;2694;3;7;1
602;1995;4992;5;3;4
603;2000;5930;7;6;3
604;2010;8873;4;1;2
605;1994;2173;1;5;1
606;2009;7460;6;7;1
607;2004;5320;6;2;4
608;1998;1426;4;3;4
609;1998;1743;4;2;7
610;1990;6188;4;1;6
611;1995;5642;7;7;5
612;2007;3023;7;6;1
613;1997;4448;3;1;6
614;2021;3251;5;2;6
615;2009;3366;4;5;1
616;2005;5183;4;1;2
617;1993;2503;6;6;2
618;2013;4574;3;5;6
619;1992;7054;3;4;3
620;1999;6207;6;4;5
621;2019;5614;5;6;2
622;1996;3429;7;5;5
623;2019;1571;1;4;4
624;2005;2667;5;3;4
625;2007;4608;1;7;2
626;2007;9552;6;1;1
627;2013;5330;6;7;5
628;2001;5055;1;6;1
629;2013;1875;2;4;4
630;2009;7278;2;3;5
631;1994;6671;2;1;2
632;1997;7144;2;4;7
633;1990;8350;6;4;5
634;2002;7383;4;5;7
635;2000;8752;2;5;2
636;1997;2850;7;6;2
637;1996;8015;6;1;7
638;1993;8546;1;6;5
639;2019;9541;3;5;3
640;2012;2647;7;2;6
641;2001;1166;6;7;7
642;1990;1602;3;1;3
643;1995;6782;5;5;1
644;2006;3833;6;5;4
645;2016;5914;3;4;4
646;2011;8016;5;6;7
647;2015;3039;4;2;4
648;2017;6185;5;5;2
649;1991;7677;6;6;2
650;1990;2242;2;6;6
651;1990;6181;1;6;4
652;2000;4815;7;2;6
653;2000;1621;6;6;3
654;2006;1887;3;2;4
655;2010;4910;6;4;3
656;1995;2260;7;2;4
657;1997;5302;5;5;5
658;2021;8869;7;2;4
659;2012;9201;5;1;5
660;1999;3108;4;3;6
661;2019;1993;1;2;5
662;1997;8964;3;1;7
663;2020;4754;4;2;2
664;1999;1708;2;2;2
665;1997;2421;4;5;5
666;2019;5437;3;6;2
667;2012;5826;6;4;1
668;2007;2762;4;5;6
669;2008;9901;3;3;2
670;2014;1668;6;2;5
671;1995;6050;1;2;6
672;1992;8841;3;2;5
673;2011;9113;7;5;2
674;1990;2944;5;1;4
675;2020;7089;6;1;1
676;1994;1121;1;6;4
677;2007;1986;1;5;4
678;2015;1850;5;3;1
679;2004;1256;6;7;4
680;2020;4904;2;7;7
681;1995;8447;7;5;4
682;2022;3911;2;4;6
683;2005;2439;5;5;5
684;2017;9685;5;3;7
685;2013;5992;2;7;6
686;2009;8427;7;5;1
687;2012;5956;1;4;7
688;2003;1853;4;1;7
689;2009;9343;3;5;5
690;1994;5665;7;4;6
691;1997;3182;3;3;4
692;1994;1290;5;5;4
693;1991;7651;6;4;1
694;1995;8822;3;4;3
695;2009;8081;3;2;6
696;1995;4434;6;3;7
697;2015;9990;4;3;4
698;1999;6444;4;7;5
699;1990;9975;5;6;3
700;2012;8597;2;1;1
701;2004;2133;3;5;7
702;2003;2219;7;5;6
703;1993;3187;3;5;4
704;2002;6580;5;2;1
705;2019;6827;6;5;7
706;2015;5305;2;6;1
707;2001;3390;4;6;3
708;2018;4895;1;6;4
709;2020;1065;6;2;1
710;2022;7634;4;7;1
711;1991;7797;5;3;6
712;1993;4122;3;4;6
713;2006;4090;4;4;4
714;2015;4848;3;3;6
715;2005;2533;4;6;3
716;2019;8218;4;3;5
717;2016;4102;6;7;5
718;1997;2795;3;4;5
719;1995;5805;2;4;3
720;2001;5809;7;2;3
721;2016;5920;4;1;4
722;1990;7757;5;2;4
723;2004;2732;6;2;7
724;2022;3770;3;7;3
725;1993;7068;2;3;2
726;2010;9834;7;5;1
727;2013;7942;4;5;6
728;1997;6641;7;6;2
729;2019;9031;7;5;5
730;2014;7147;7;3;7
731;1999;8287;3;6;7
732;1995;8666;6;4;4
733;2011;1656;6;2;4
734;1995;3795;2;3;4
735;2004;8307;2;6;3
736;2005;4518;5;6;3
737;1998;4942;6;1;7
738;2019;6727;4;7;5
739;1993;7276;1;5;7
740;2022;8987;2;5;3
741;2011;2693;1;4;6
742;2009;3952;5;4;3
743;2012;8960;1;5;4
744;1997;6198;4;1;6
745;2022;9776;5;3;3
746;2021;7772;5;5;7
747;2000;5432;1;5;7
748;2019;3141;4;6;3
749;1990;3966;3;4;7
750;2001;5936;4;2;5
751;1994;4570;6;2;6
752;1998;4567;3;3;4
753;2005;4612;7;6;2
754;2005;7914;5;1;7
755;1994;2075;5;5;6
756;2015;7545;1;3;5
757;1991;6608;7;2;4
758;2007;6686;7;3;2
759;1997;8140;3;6;1
760;2004;8226;3;2;7
761;2013;2408;3;6;3
762;2016;2741;3;3;7
763;2012;7115;6;4;1
764;2016;6613;3;5;3
765;2012;3055;7;1;1
766;2000;5196;4;3;4
767;1992;9781;2;7;7
768;2004;6384;3;6;4
769;1998;7483;7;4;2
770;1992;8206;6;2;2
771;2010;9105;6;7;4
772;2007;9059;7;6;5
773;2009;6552;2;7;5
774;2009;6091;1;3;5
775;2015;3556;6;3;5
776;2016;4068;5;5;3
777;2004;2564;7;2;1
778;2007;4854;3;7;7
779;2010;2374;7;7;6
780;2009;3511;5;7;7
781;2004;9237;1;6;5
782;1993;8004;2;3;5
783;2012;1381;1;5;5
784;2005;1648;5;7;1
785;2008;8387;6;5;6
786;2002;1860;5;2;4
787;2017;1202;6;1;2
788;1998;2442;1;6;2
789;2022;3774;6;5;3
790;2006;3767;5;2;6
791;2013;6997;7;7;5
792;2001;8666;5;6;7
793;1999;8875;7;3;6
794;2004;4875;2;2;7
795;2010;5077;3;1;6
796;2014;3407;4;2;2
797;2011;5554;7;4;7
798;2002;1424;1;6;1
799;2017;3997;5;2;4
800;2002;1985;4;2;4
801;2018;2864;4;3;5
802;2016;4693;2;2;2
803;1994;5000;4;1;2
804;2006;2599;1;3;5
805;2012;3466;1;2;4
806;2015;3043;3;7;5
807;2004;2914;1;4;1
808;2020;8248;7;1;5
809;2011;2403;2;4;5
810;1991;4722;6;1;4
811;1995;3859;4;4;6
812;1991;6710;5;3;5
813;2013;1213;4;1;6
814;2016;4350;7;1;5
815;2019;3382;5;6;4
816;2001;4648;7;1;1
817;2006;4607;2;3;7
818;2006;6270;1;3;5
819;2020;5868;6;6;5
820;1990;7113;2;1;2
821;1998;5208;1;7;5
822;2019;6170;3;3;4
823;1997;6348;4;3;4
824;2022;7015;7;3;1
825;2007;9078;5;3;4
826;1996;5651;4;1;4
827;2017;2059;5;1;1
828;2004;6347;4;4;5
829;2002;4021;5;4;4
830;1990;1684;1;6;6
831;2009;4354;5;6;3
832;2005;3209;2;2;5
833;2002;8892;1;1;4
834;2010;3090;6;4;7
835;2009;5848;2;4;7
836;2008;6927;4;4;7
837;1991;2398;1;7;2
838;2007;2501;4;4;1
839;1996;3877;3;2;5
840;1997;1830;7;5;2
841;1995;9136;1;4;5
842;2003;5452;2;2;4
843;1992;3656;4;6;5
844;2011;7453;5;4;1
845;1997;1829;7;3;4
846;1990;4532;6;2;2
847;2020;7733;3;2;7
848;2002;7242;6;6;3
849;1992;1022;5;4;6
850;2008;4775;4;4;3
851;2005;9594;7;7;4
852;2004;6040;7;6;5
853;2000;8695;5;6;1
854;2014;1688;6;4;7
855;1999;2545;4;3;3
856;1994;1905;2;3;1
857;1998;8554;5;4;7
858;2020;4625;7;6;1
859;2000;8211;5;6;3
860;2015;2059;1;5;4
861;1996;6962;6;3;3
862;1995;2385;4;2;4
863;1996;5273;6;6;1
864;1990;8018;2;2;6
865;2007;9761;4;3;6
866;1991;4254;2;5;5
867;2015;1305;2;7;1
868;2000;5188;4;3;1
869;2020;3452;7;5;4
870;1991;3862;7;5;6
871;1993;6805;3;4;7
872;2020;3486;2;7;3
873;2007;2492;7;3;2
874;1990;3576;5;4;7
875;2014;5798;1;7;4
876;1993;6779;4;4;7
877;2020;1663;7;4;3
878;2006;5311;4;1;3
879;2019;1609;7;7;4
880;1995;7184;4;5;5
881;2002;7773;7;4;3
882;2000;1955;1;2;3
883;2003;2668;4;2;6
884;2016;3534;5;7;6
885;2012;3159;4;4;7
886;2015;5822;7;7;4
887;2022;4454;7;2;2
888;2022;9545;3;5;4
889;1994;1728;2;1;7
890;1992;8803;7;4;3
891;2001;7948;5;4;2
892;2016;1497;6;5;6
893;1996;9524;3;5;7
894;2018;5139;6;7;2
895;2009;9186;3;4;4
896;2000;9456;2;1;3
897;2004;1059;5;5;1
898;2004;2992;7;1;3
899;1994;4790;2;5;2
900;1996;9356;2;7;3
901;2014;6874;7;6;2
902;1993;7226;7;4;6
903;2016;6572;4;5;6
904;2016;4465;5;3;3
905;1993;5094;1;2;4
906;2015;3080;1;1;6
907;2015;6583;2;6;4
908;2005;3056;6;7;6
909;2003;4932;2;6;4
910;1996;8650;7;2;4
911;2021;7202;3;7;4
912;1999;6305;2;6;2
913;1991;1393;7;1;6
914;2002;5348;1;3;5
915;2000;8141;5;1;2
916;1995;5732;3;1;4
917;1993;4666;1;4;5
918;2003;7773;2;6;6
919;2021;6458;5;5;5
920;2004;9726;4;2;2
921;2015;7918;5;4;5
922;2003;5648;1;1;6
923;2003;4953;6;5;7
924;1990;3944;6;7;3
925;1991;2496;7;4;7
926;2006;7760;6;7;7
927;2011;8543;3;1;4
928;2017;4643;7;4;5
929;2009;7763;2;1;5
930;1997;6067;7;6;4
931;2022;8488;2;6;6
932;2003;6232;6;3;2
933;2022;4049;3;5;5
934;1999;4395;5;6;1
935;2000;1569;3;7;7
936;2000;4595;3;4;6
937;1996;1455;7;7;4
938;2020;6401;7;7;3
939;1993;3575;3;4;3
940;1994;9982;5;6;3
941;2022;2494;6;7;1
942;1999;3714;1;1;2
943;1998;9719;5;4;7
944;2006;1514;1;6;5
945;2021;5805;2;7;6
946;2002;7441;4;3;1
947;2011;9833;7;6;5
948;2003;2601;4;1;3
949;2003;2422;5;6;2
950;2018;6444;1;6;3
951;1998;6456;5;2;3
952;2019;8813;1;4;5
953;2011;8331;7;1;5
954;1997;8074;1;2;2
955;1999;4172;5;3;2
956;1996;6011;5;6;7
957;1991;8305;5;6;3
958;2007;4266;2;4;7
959;1999;3807;3;1;5
960;1992;3778;4;5;4
961;2019;3242;4;4;7
962;2013;5195;1;5;3
963;2001;1351;4;4;3
964;1990;2448;4;6;7
965;2002;4504;3;6;5
966;2018;5877;6;3;3
967;2001;2703;6;4;3
968;2001;3281;1;1;3
969;1990;9978;3;4;4
970;1998;5430;5;1;5
971;2017;4605;3;1;3
972;2016;2581;2;4;6
973;2006;7848;4;1;7
974;1993;2874;1;4;1
975;1990;2382;5;2;5
976;2008;2800;3;3;6
977;2006;2321;1;7;1
978;2017;3676;1;3;6
979;2007;6327;4;4;7
980;1998;3935;5;3;3
981;2010;3773;5;5;7
982;2020;1445;2;2;2
983;2007;5862;4;1;7
984;2000;3751;6;3;4
985;1995;9068;7;4;5
986;1999;9448;7;2;2
987;1991;2818;6;1;6
988;2006;1636;4;1;3
989;1997;9021;6;1;4
990;2013;2879;4;4;7
991;2005;3460;7;3;6
992;2009;3137;7;1;6
993;2010;8253;3;3;2
994;1996;4043;5;2;4
995;1990;5095;2;7;1
996;2019;6462;7;3;3
997;2013;8905;1;5;5
998;2014;4881;1;1;7
999;2021;6394;2;7;3
